donor,donor_kind,regime,tissue,auroc,auroc_lo,auroc_hi,auprc,n_pos,mag_spearman,signed_spearman
ENC-004,cross-donor,leak_free,adrenal_gland,0.5968809073724008,0.4766820172836576,0.7125886524822694,0.6157080081026837,46,,
ENC-004,cross-donor,leak_free,ascending_aorta,0.6867971678467305,0.5815593200740055,0.793054977092878,0.7236420084207115,49,,
ENC-004,cross-donor,leak_free,body_of_pancreas,0.6797100183422133,0.600345194981359,0.7506373231632102,0.6838787992731066,107,,
ENC-004,cross-donor,leak_free,breast_epithelium,0.6920332936979786,0.5350543939852733,0.8250440561529272,0.7472332086908311,29,,
ENC-004,cross-donor,leak_free,esophagus_muscularis_mucosa,0.6575255102040817,0.5104032855731225,0.7905266291679335,0.6921930095839925,28,,
ENC-004,cross-donor,leak_free,esophagus_squamous_epithelium,0.6208,0.5090267041348856,0.7242130781926044,0.6836931798827804,50,,
ENC-004,cross-donor,leak_free,gastrocnemius_medialis,0.648989898989899,0.547439729974315,0.7358024773169926,0.7064962786585136,66,,
ENC-004,cross-donor,leak_free,gastroesophageal_sphincter,0.7621439006574142,0.6830037323513815,0.8364024515958508,0.7541755399514761,74,,
ENC-004,cross-donor,leak_free,heart_left_ventricle,0.7809283763915144,0.6992567945401138,0.8560732859357645,0.8129894314203614,69,,
ENC-004,cross-donor,leak_free,ovary,0.5665680473372781,0.39702235371466144,0.7243181818181819,0.6527123382720885,26,,
ENC-004,cross-donor,leak_free,right_atrium_auricular_region,0.7063723448563097,0.6085274621212121,0.8075717012683788,0.7161931056715403,49,,
ENC-004,cross-donor,leak_free,spleen,0.7041999999999999,0.6301944215186074,0.7714012183687872,0.7339602821087737,100,,
ENC-004,cross-donor,leak_free,stomach,0.7858727810650887,0.6907842693886926,0.8601304945054945,0.7961103425609433,52,,
ENC-004,cross-donor,leak_free,thyroid_gland,0.7146260387811635,0.6382026592623139,0.7811084941196432,0.7473468876617064,95,,
ENC-004,cross-donor,leak_free,tibial_nerve,0.6894222222222223,0.6043719010363746,0.7653539797354044,0.6691679166284956,75,,
ENC-004,cross-donor,leak_free,upper_lobe_of_left_lung,0.6754612180122991,0.5872040415698504,0.7600036621380455,0.7050933454048368,71,,
ENC-004,cross-donor,leak_free,uterus,0.6667624245906348,0.561446693670684,0.7615770735831131,0.7217957915192199,59,,
