donor,donor_kind,regime,tissue,auroc,auroc_lo,auroc_hi,auprc,n_pos,mag_spearman,signed_spearman
ENC-001,cross-donor,full,ALL,0.7190359021143136,0.7124899722600011,0.7252837607281181,0.7156557439759719,11296,,
ENC-001,cross-donor,leak_free,ALL,0.6056643262405497,0.5831545502662548,0.6277940082747828,0.6058363942370906,1206,,
ENC-001,cross-donor,leak_free,Peyers_patch,0.6410034602076125,0.5406790139114358,0.729890526190192,0.6424800505189117,68,,
ENC-001,cross-donor,leak_free,adrenal_gland,0.6319033530571994,0.5433443902339236,0.7130222486413041,0.6388536040940903,78,,
ENC-001,cross-donor,leak_free,body_of_pancreas,0.6648890008678368,0.6088295154330752,0.7194071136009614,0.6641422016793213,189,,
ENC-001,cross-donor,leak_free,esophagus_muscularis_mucosa,0.5680000000000001,0.4504129924087423,0.6763317545633548,0.5757002775370309,50,,
ENC-001,cross-donor,leak_free,esophagus_squamous_epithelium,0.6465306122448979,0.5585723951934889,0.7333600961192891,0.652211906504647,70,,
ENC-001,cross-donor,leak_free,gastroesophageal_sphincter,0.6426592797783933,0.5083936257429801,0.7744996721939432,0.668711195039284,38,,
ENC-001,cross-donor,leak_free,prostate_gland,0.6217721782590587,0.5355563660304548,0.6978125247768104,0.6414007292925822,98,,
ENC-001,cross-donor,leak_free,spleen,0.4096,0.24836720779220778,0.5688330613037189,0.5606912360153318,25,,
ENC-001,cross-donor,leak_free,testis,0.5030276816608996,0.36840592861464,0.6432406218799029,0.5450029077142946,34,,
ENC-001,cross-donor,leak_free,thoracic_aorta,0.6068440726237095,0.528517773807187,0.685007970862652,0.6178144533426688,106,,
ENC-001,cross-donor,leak_free,tibial_artery,0.5405144306243207,0.46262746247654785,0.6221148429208484,0.5917164893947636,91,,
ENC-001,cross-donor,leak_free,tibial_nerve,0.6904585798816568,0.5889857518630353,0.7840478684142279,0.6682789670800693,52,,
ENC-001,cross-donor,leak_free,transverse_colon,0.607095701501296,0.5411495150960721,0.6718197150865235,0.607665955608651,143,,
ENC-001,cross-donor,leak_free,upper_lobe_of_left_lung,0.5890909090909091,0.518668223132608,0.6645883586981072,0.6326678544981138,110,,
ENC-002,matched,full,ALL,0.7158778212288249,0.7090301191028068,0.7232742487695013,0.7198812691264276,10877,,
ENC-002,matched,leak_free,ALL,0.6840743636949512,0.6629634357888876,0.7055321330058446,0.694603926096246,1209,,
ENC-002,matched,leak_free,Peyers_patch,0.6702284089795117,0.5914494521273694,0.7448783591450765,0.6966691431563837,101,,
ENC-002,matched,leak_free,adrenal_gland,0.695016003657979,0.6118007662835249,0.7753097904981386,0.7281666799728158,81,,
ENC-002,matched,leak_free,body_of_pancreas,0.6361583700903172,0.5700384621303755,0.7012372651672468,0.6478939179524259,138,,
ENC-002,matched,leak_free,breast_epithelium,0.6142578125,0.46273803214979686,0.7537002559644547,0.6073067436648885,32,,
ENC-002,matched,leak_free,esophagus_muscularis_mucosa,0.7358276643990929,0.6597983479105927,0.8133238837703757,0.7387555516991138,84,,
ENC-002,matched,leak_free,esophagus_squamous_epithelium,0.6269543191545114,0.5492618798043326,0.7001909463487332,0.6371737726211737,107,,
ENC-002,matched,leak_free,gastroesophageal_sphincter,0.7067888379841732,0.5977908887601181,0.8022072136458928,0.7341436397104447,49,,
ENC-002,matched,leak_free,prostate_gland,0.7302295918367347,0.635052137022135,0.8161339697169191,0.7420107732431293,56,,
ENC-002,matched,leak_free,sigmoid_colon,0.8316326530612245,0.742460071441122,0.9077040816326531,0.8319532049472333,42,,
ENC-002,matched,leak_free,spleen,0.7017677446325659,0.6444879387535594,0.7568246237970764,0.6884049860906308,183,,
ENC-002,matched,leak_free,testis,0.5744,0.4095872727272727,0.7310935990338163,0.6485347150541176,25,,
ENC-002,matched,leak_free,thyroid_gland,0.7184589746103321,0.6466265522226327,0.7896745202964286,0.7409216371489699,101,,
ENC-002,matched,leak_free,transverse_colon,0.7954588102833552,0.7235974631788199,0.8650589906767233,0.8121468028426035,73,,
ENC-002,matched,leak_free,upper_lobe_of_left_lung,0.7235006247396917,0.6480766700753746,0.7966897274633123,0.7289635696858346,98,,
ENC-003,cross-donor,full,ALL,0.721726896962694,0.7149617273533881,0.7292451149440193,0.712676993799536,10462,,
ENC-003,cross-donor,leak_free,ALL,0.7225685214786106,0.699946056407509,0.7444246555108158,0.7198834342014186,1111,,
ENC-003,cross-donor,leak_free,Peyers_patch,0.7413148788927335,0.660267431972789,0.8164750075221905,0.7434818388115323,85,,
ENC-003,cross-donor,leak_free,adrenal_gland,0.7102846648301193,0.6201079375267436,0.8042064179638259,0.6472476093365488,66,,
ENC-003,cross-donor,leak_free,body_of_pancreas,0.6902040816326531,0.6027794840294839,0.7764165209790209,0.6668316070512432,70,,
ENC-003,cross-donor,leak_free,coronary_artery,0.6105860113421551,0.4957464904837601,0.7240462470449173,0.5824485161661782,46,,
ENC-003,cross-donor,leak_free,esophagus_squamous_epithelium,0.7536452491587887,0.6777474736608773,0.828000811540891,0.7439486242353697,79,,
ENC-003,cross-donor,leak_free,gastrocnemius_medialis,0.8082639714625445,0.7241272831715146,0.8825750124192746,0.8295078489707006,58,,
ENC-003,cross-donor,leak_free,gastroesophageal_sphincter,0.7857802400738689,0.695115139158045,0.8670255003152145,0.7905626367609888,57,,
ENC-003,cross-donor,leak_free,heart_left_ventricle,0.6939792387543252,0.6114302680090754,0.7721659255942149,0.6855644775460755,85,,
ENC-003,cross-donor,leak_free,ovary,0.6995835812016657,0.5743666144729974,0.8083352102102103,0.6982929768441672,41,,
ENC-003,cross-donor,leak_free,right_lobe_of_liver,0.7248961218836565,0.6485173067612471,0.8040274283008657,0.7124405334345589,76,,
ENC-003,cross-donor,leak_free,spleen,0.7844463229078613,0.7167183199230148,0.8449271970386092,0.785242460749862,91,,
ENC-003,cross-donor,leak_free,thyroid_gland,0.732421875,0.6068389597218197,0.8431423368867556,0.7015840673685139,32,,
ENC-003,cross-donor,leak_free,tibial_nerve,0.7483721907162361,0.6665911485774499,0.8298488463181882,0.7435203740698656,69,,
ENC-003,cross-donor,leak_free,transverse_colon,0.8124102269462798,0.7292958263001366,0.8859401206442432,0.7918133819125979,59,,
ENC-003,cross-donor,leak_free,upper_lobe_of_left_lung,0.8109121199500208,0.7194835718932986,0.8947649371069182,0.7793242200736903,49,,
ENC-003,cross-donor,leak_free,uterus,0.7588527479570581,0.6832187633501526,0.8331294330734562,0.7295794874101911,79,,
ENC-004,cross-donor,full,ALL,0.7225457831215137,0.7152544625482572,0.7290652213056138,0.714951199393915,10629,,
ENC-004,cross-donor,leak_free,ALL,0.6518791851836956,0.6311957533107143,0.6743991436446466,0.631192633424408,1115,,
ENC-004,cross-donor,leak_free,adrenal_gland,0.6498109640831758,0.5359092637838835,0.7613582018173123,0.6097986463201023,46,,
ENC-004,cross-donor,leak_free,ascending_aorta,0.7386505622657226,0.6412544832381789,0.8287093815513626,0.6910608637655477,49,,
ENC-004,cross-donor,leak_free,body_of_pancreas,0.7064372434273735,0.6310182733854341,0.7739605723224146,0.6937912651008914,107,,
ENC-004,cross-donor,leak_free,breast_epithelium,0.7824019024970275,0.6514289772727272,0.9000209080047791,0.7806943586995939,29,,
ENC-004,cross-donor,leak_free,esophagus_muscularis_mucosa,0.7276785714285715,0.5780322580645162,0.8607096354166667,0.658187270053507,28,,
ENC-004,cross-donor,leak_free,esophagus_squamous_epithelium,0.5816,0.46058550693004474,0.686308092948718,0.6321327645512087,50,,
ENC-004,cross-donor,leak_free,gastrocnemius_medialis,0.6160468319559228,0.5182936900589591,0.7138552672652335,0.6039860423371014,66,,
ENC-004,cross-donor,leak_free,gastroesophageal_sphincter,0.7643352812271732,0.6922925804093567,0.8431200087840857,0.7600192912281656,74,,
ENC-004,cross-donor,leak_free,heart_left_ventricle,0.6643562276832599,0.5727895100632581,0.7487572688026964,0.6786439728817005,69,,
